num,etat,debut,fin,id
R441-4,ABROGE,2012-02-01,2018-05-31,LEGIARTI000025164971
R441-5,ABROGE,2008-03-19,2018-05-31,LEGIARTI000018379983
R441-6,ABROGE,2008-03-19,2018-05-31,LEGIARTI000018379981
D441-7,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379979
D441-7,ABROGE,2012-02-01,2018-05-31,LEGIARTI000025165692
R441-8,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379977
R441-8,ABROGE,2012-02-01,2018-05-31,LEGIARTI000025164678
D441-9,ABROGE,2008-03-19,2018-05-31,LEGIARTI000018379975
R441-10,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379973
R441-10,ABROGE,2012-02-01,2018-05-31,LEGIARTI000025164963
D441-11,ABROGE,2008-03-19,2018-05-31,LEGIARTI000018379967
D441-12,ABROGE,2008-03-19,2018-05-31,LEGIARTI000018379965
R441-13,ABROGE,2008-03-19,2018-05-31,LEGIARTI000018379961
R441-14,ABROGE,2008-03-19,2018-05-31,LEGIARTI000018379959
R441-15,MODIFIE,2008-03-19,2015-09-01,LEGIARTI000018379955
R441-15,ABROGE,2015-09-01,2018-05-31,LEGIARTI000030896105
D441-16,ABROGE,2008-03-19,2018-05-31,LEGIARTI000018379951
R442-1,MODIFIE,2008-03-19,2018-05-31,LEGIARTI000018379941
R442-1,VIGUEUR,2018-05-31,2999-01-01,LEGIARTI000036961697
R442-1-1,VIGUEUR,2018-05-31,2999-01-01,LEGIARTI000036960493
D442-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379937
D442-3,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379935
D442-4,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379933
D442-5,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379931
D442-6,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379928
D442-7,MODIFIE,2008-03-19,2015-08-31,LEGIARTI000018379922
D442-7,MODIFIE_MORT_NE,2015-09-01,2014-11-21,LEGIARTI000029625874
D442-7,MODIFIE,2015-08-31,2018-02-22,LEGIARTI000029783313
D442-7,VIGUEUR,2018-02-22,2999-01-01,LEGIARTI000036627867
D442-8,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379920
R442-9,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379916
R442-9,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164672
R442-10,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379914
R442-10,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008860
R442-11,MODIFIE,2008-03-19,2013-08-28,LEGIARTI000018379912
R442-11,MODIFIE,2013-08-28,2014-05-30,LEGIARTI000027899465
R442-11,VIGUEUR,2014-05-30,2999-01-01,LEGIARTI000029007015
R442-12,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379910
R442-12,MODIFIE,2020-01-01,2022-01-01,LEGIARTI000041435197
R442-12,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008848
R442-13,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379908
R442-13,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008836
R442-14,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379906
R442-15,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379904
R442-15,MODIFIE,2020-01-01,2020-12-27,LEGIARTI000041435191
R442-15,VIGUEUR,2020-12-27,2999-01-01,LEGIARTI000042830924
R442-16,MODIFIE,2008-03-19,2013-01-01,LEGIARTI000018379902
R442-16,MODIFIE,2013-01-01,2014-05-30,LEGIARTI000026735895
R442-16,MODIFIE,2014-05-30,2020-12-27,LEGIARTI000029007009
R442-16,VIGUEUR,2020-12-27,2999-01-01,LEGIARTI000042830913
R442-17,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379900
R442-17,MODIFIE,2014-05-30,2022-01-01,LEGIARTI000029007002
R442-17,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008821
R442-18,MODIFIE,2008-03-19,2013-01-01,LEGIARTI000018379898
R442-18,MODIFIE,2013-01-01,2014-05-30,LEGIARTI000026735884
R442-18,VIGUEUR,2014-05-30,2999-01-01,LEGIARTI000029006994
R442-19,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379896
R442-19,VIGUEUR,2014-05-30,2999-01-01,LEGIARTI000029006990
R442-20,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379894
R442-20,VIGUEUR,2014-05-30,2999-01-01,LEGIARTI000029006987
R442-21,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379892
R442-21,VIGUEUR,2014-05-30,2999-01-01,LEGIARTI000029006984
D442-22,MODIFIE,2008-03-19,2009-09-02,LEGIARTI000018379888
D442-22,MODIFIE,2009-09-02,2018-05-31,LEGIARTI000020355973
D442-22,MODIFIE,2018-05-31,2019-09-02,LEGIARTI000036961794
D442-22,VIGUEUR,2019-09-02,2999-01-01,LEGIARTI000038897430
D442-22-1,MODIFIE,2018-05-31,2021-11-17,LEGIARTI000036960746
D442-22-1,VIGUEUR,2021-11-17,2999-01-01,LEGIARTI000044331390
D442-22-2,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044893752
R442-23,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379882
R442-24,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379880
R442-25,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379878
R442-26,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379876
R442-27,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379872
R442-28,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379868
R442-28,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435185
R442-29,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379866
R442-30,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379864
R442-31,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379862
R442-32,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379860
R442-33,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379854
R442-34,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379852
R442-34,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008812
R442-35,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379850
R442-36,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379848
R442-36,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435173
R442-37,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379846
R442-38,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379844
R442-38,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008801
R442-39,MODIFIE,2008-03-19,2023-08-11,LEGIARTI000018379842
R442-39,VIGUEUR,2023-08-11,2999-01-01,LEGIARTI000047953565
R442-39-1,VIGUEUR,2024-06-09,2999-01-01,LEGIARTI000049679799
R442-40,MODIFIE,2008-03-19,2016-10-01,LEGIARTI000018379840
R442-40,VIGUEUR,2016-10-01,2999-01-01,LEGIARTI000033202355
R442-41,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379838
R442-41,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435167
R442-42,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379836
R442-43,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379834
R442-43,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008775
R442-44,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379830
R442-44,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041405215
D442-44-1,VIGUEUR,2010-11-12,2999-01-01,LEGIARTI000023092452
R442-45,MODIFIE,2008-03-19,2018-01-01,LEGIARTI000018379828
R442-45,VIGUEUR,2018-01-01,2999-01-01,LEGIARTI000036502485
R442-46,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379826
R442-47,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379824
R442-48,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379822
R442-49,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379818
R442-49,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008763
R442-50,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379816
R442-50,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435155
R442-51,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379814
R442-52,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379812
R442-53,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379810
R442-54,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379808
R442-54,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008755
R442-55,MODIFIE,2008-03-19,2023-08-11,LEGIARTI000018379806
R442-55,VIGUEUR,2023-08-11,2999-01-01,LEGIARTI000047953571
R442-56,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379804
R442-56,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435161
R442-57,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379802
R442-58,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379796
R442-59,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379794
R442-60,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379792
R442-61,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379790
R442-61,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435179
R442-62,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379786
R442-63,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379782
R442-64,MODIFIE,2008-03-19,2015-03-22,LEGIARTI000018379780
R442-64,VIGUEUR,2015-03-22,2999-01-01,LEGIARTI000028249609
R442-65,MODIFIE,2008-03-19,2018-01-01,LEGIARTI000018379778
R442-65,VIGUEUR,2018-01-01,2999-01-01,LEGIARTI000036455426
R442-66,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379776
R442-66,MODIFIE,2012-02-01,2015-03-22,LEGIARTI000025164666
R442-66,VIGUEUR,2015-03-22,2999-01-01,LEGIARTI000028249991
R442-67,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379774
R442-68,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379772
R442-68,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164957
R442-69,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379770
R442-70,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379768
R442-71,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379766
R442-72,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379764
R442-73,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379762
R442-74,MODIFIE,2008-03-19,2010-05-08,LEGIARTI000018379758
R442-74,VIGUEUR,2010-05-08,2999-01-01,LEGIARTI000022345344
R442-75,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379754
R442-76,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379752
R442-76,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008732
R442-77,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379750
R442-77,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435149
R442-78,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379748
R442-78,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435141
R442-79,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379746
R442-79,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164949
R442-80,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379742
R442-81,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379740
R442-82,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379738
R442-82,MODIFIE,2012-02-01,2020-01-01,LEGIARTI000025165686
R442-82,ABROGE,2020-01-01,2022-01-01,LEGIARTI000041435135
R442-83,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379736
R442-83,ABROGE,2014-05-30,2022-01-01,LEGIARTI000029007023
R442-84,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379734
R443-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379726
D443-1-1,VIGUEUR,2018-05-31,2999-01-01,LEGIARTI000036960809
R443-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379722
R443-3,MODIFIE,2008-03-19,2018-05-31,LEGIARTI000018379718
R443-3,VIGUEUR,2018-05-31,2999-01-01,LEGIARTI000036961799
R444-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379712
R444-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379710
R444-3,MODIFIE,2008-03-19,2008-05-01,LEGIARTI000018379708
R444-3,MODIFIE,2008-05-01,2015-06-14,LEGIARTI000028683245
R444-3,VIGUEUR,2015-06-14,2999-01-01,LEGIARTI000030743662
R444-4,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379704
R444-5,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379702
R444-6,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379700
R444-6,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435459
R444-7,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379698
R444-8,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379696
R444-8,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435452
R444-9,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379694
R444-9,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041435445
R444-10,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379690
R444-11,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379688
R444-12,MODIFIE,2008-03-19,2021-05-01,LEGIARTI000018379686
R444-12,MODIFIE,2021-05-01,2022-01-01,LEGIARTI000042946664
R444-12,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008728
R444-13,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379684
R444-14,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379680
R444-15,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379678
R444-16,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379676
R444-17,MODIFIE,2008-03-19,2015-09-01,LEGIARTI000018379674
R444-17,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000030896109
R444-18,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379670
R444-19,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379668
R444-20,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379666
R444-21,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379664
R444-22,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379662
R444-23,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379660
R444-24,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379658
R444-25,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379656
R444-26,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379654
R444-27,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379652
R444-28,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379648
R451-1,MODIFIE,2008-03-19,2015-08-31,LEGIARTI000018379640
R451-1,MODIFIE,2015-08-31,2019-12-21,LEGIARTI000029783332
R451-1,VIGUEUR,2019-12-21,2999-01-01,LEGIARTI000039650666
R451-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379638
R451-3,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379636
R451-4,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379634
R451-5,MODIFIE,2008-03-19,2015-08-31,LEGIARTI000018379632
R451-5,VIGUEUR,2015-08-31,2999-01-01,LEGIARTI000029783370
R451-6,MODIFIE,2008-03-19,2015-08-31,LEGIARTI000018379630
R451-6,MODIFIE,2015-08-31,2018-02-22,LEGIARTI000029783374
R451-6,VIGUEUR,2018-02-22,2999-01-01,LEGIARTI000036626991
R451-7,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379628
R451-8,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379626
R451-9,MODIFIE,2008-03-19,2018-02-22,LEGIARTI000018379624
R451-9,VIGUEUR,2018-02-22,2999-01-01,LEGIARTI000036626994
R451-10,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379622
R451-11,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379620
R451-12,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379618
R451-13,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379616
R451-14,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379614
R451-15,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379612
D452-1,MODIFIE,2008-03-19,2022-08-28,LEGIARTI000018379608
D452-1,VIGUEUR,2022-08-28,2999-01-01,LEGIARTI000046224247
D452-2,MODIFIE,2008-03-19,2022-10-03,LEGIARTI000018379604
D452-2,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355661
D452-3,MODIFIE,2008-03-19,2022-08-28,LEGIARTI000018379602
D452-3,VIGUEUR,2022-08-28,2999-01-01,LEGIARTI000046224255
D452-4,MODIFIE,2008-03-19,2022-08-28,LEGIARTI000018379600
D452-4,MODIFIE,2022-08-28,2023-02-23,LEGIARTI000046224261
D452-4,VIGUEUR,2023-02-23,2999-01-01,LEGIARTI000047211796
D452-4-1,VIGUEUR,2023-02-23,2999-01-01,LEGIARTI000047209473
D452-5,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379598
D452-6,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379596
D452-7,MODIFIE,2008-03-19,2013-01-01,LEGIARTI000018379594
D452-7,MODIFIE,2013-01-01,2022-10-03,LEGIARTI000026735934
D452-7,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355658
D452-8,MODIFIE,2008-03-19,2013-01-01,LEGIARTI000018379592
D452-8,MODIFIE,2013-01-01,2022-10-03,LEGIARTI000026624244
D452-8,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355651
D452-9,MODIFIE,2008-03-19,2013-01-01,LEGIARTI000018379590
D452-9,MODIFIE,2013-01-01,2022-10-03,LEGIARTI000026624240
D452-9,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355646
D452-10,MODIFIE,2008-03-19,2022-10-03,LEGIARTI000018379588
D452-10,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355639
D452-11,MODIFIE,2008-03-19,2022-08-28,LEGIARTI000018379586
D452-11,MODIFIE,2022-08-28,2022-10-03,LEGIARTI000046224267
D452-11,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355628
D452-12,ABROGE,2008-03-19,2013-01-01,LEGIARTI000018379580
D452-13,MODIFIE,2008-03-19,2013-01-01,LEGIARTI000018379578
D452-13,VIGUEUR,2013-01-01,2999-01-01,LEGIARTI000026624236
D452-14,MODIFIE,2008-03-19,2022-08-28,LEGIARTI000018379576
D452-14,MODIFIE,2022-08-28,2022-10-03,LEGIARTI000046224279
D452-14,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355620
D452-15,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379574
D452-16,MODIFIE,2008-03-19,2010-09-19,LEGIARTI000018379572
D452-16,MODIFIE,2010-09-19,2013-01-01,LEGIARTI000022832051
D452-16,MODIFIE,2013-01-01,2022-08-28,LEGIARTI000026624234
D452-16,MODIFIE,2022-08-28,2022-10-03,LEGIARTI000046224287
D452-16,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355617
D452-17,MODIFIE,2008-03-19,2019-08-01,LEGIARTI000018379570
D452-17,MODIFIE,2019-08-01,2022-08-28,LEGIARTI000038905734
D452-17,VIGUEUR,2022-08-28,2999-01-01,LEGIARTI000046224289
D452-18,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379568
D452-19,MODIFIE,2008-03-19,2022-08-28,LEGIARTI000018379564
D452-19,MODIFIE,2022-08-28,2022-10-03,LEGIARTI000046224296
D452-19,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355610
D452-20,MODIFIE,2008-03-19,2022-08-28,LEGIARTI000018379562
D452-20,MODIFIE,2022-08-28,2022-10-03,LEGIARTI000046224304
D452-20,VIGUEUR,2022-10-03,2999-01-01,LEGIARTI000046355605
D452-21,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379560
D452-21,MODIFIE,2014-05-30,2022-01-01,LEGIARTI000029026432
D452-21,MODIFIE,2022-01-01,2022-08-28,LEGIARTI000045047628
D452-21,VIGUEUR,2022-08-28,2999-01-01,LEGIARTI000046224310
R453-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379552
R453-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379550
R453-3,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379548
R453-4,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379546
R453-5,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379544
R453-6,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379542
R453-7,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379538
R453-8,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379536
R453-9,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379534
R453-10,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379532
R453-11,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379530
R453-11,MODIFIE,2012-02-01,2020-08-08,LEGIARTI000025164942
R453-11,VIGUEUR,2020-08-08,2999-01-01,LEGIARTI000042217540
R453-12,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379528
R453-13,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379526
R453-14,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379524
R453-15,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379522
R453-16,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379520
R453-16,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164660
453-17,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379516
R453-18,MODIFIE,2008-03-19,2023-08-16,LEGIARTI000018379514
R453-18,VIGUEUR,2023-08-16,2999-01-01,LEGIARTI000047971071
R453-19,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379512
R453-19,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164653
R453-20,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379510
R453-21,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379506
R453-22,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379504
R453-23,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379500
R453-24,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379498
R453-25,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379496
R453-26,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379494
R453-27,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379492
R453-28,MODIFIE,2008-03-19,2012-11-11,LEGIARTI000018379488
R453-28,MODIFIE,2012-11-11,2023-01-01,LEGIARTI000026617899
R453-28,VIGUEUR,2023-01-01,2999-01-01,LEGIARTI000046790302
R453-29,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379486
R453-30,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379484
R453-31,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379482
R453-32,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379480
R453-33,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379478
R453-34,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379476
R453-35,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379474
R453-36,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379472
R453-37,MODIFIE,2008-03-19,2023-01-01,LEGIARTI000018379470
R453-37,VIGUEUR,2023-01-01,2999-01-01,LEGIARTI000046790299
R453-38,MODIFIE,2008-03-19,2012-11-11,LEGIARTI000018379468
R453-38,MODIFIE,2012-11-11,2014-05-30,LEGIARTI000026617935
R453-38,MODIFIE,2014-05-30,2019-08-01,LEGIARTI000029007035
R453-38,MODIFIE,2019-08-01,2023-01-01,LEGIARTI000038905722
R453-38,VIGUEUR,2023-01-01,2999-01-01,LEGIARTI000046790293
R453-39,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379466
R453-40,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379464
R453-40,MODIFIE,2014-05-30,2023-01-01,LEGIARTI000029007032
R453-40,VIGUEUR,2023-01-01,2999-01-01,LEGIARTI000046790290
R453-41,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379462
R453-42,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379460
R453-43,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379458
R453-43,VIGUEUR,2014-05-30,2999-01-01,LEGIARTI000029007029
R453-44,MODIFIE,2008-03-19,2014-05-30,LEGIARTI000018379456
R453-44,VIGUEUR,2014-05-30,2999-01-01,LEGIARTI000029007026
R453-45,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379452
R453-46,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379450
R453-47,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379448
R453-48,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379446
R453-49,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379444
R453-50,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379442
R453-51,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379440
D454-1,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379436
D454-1,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887366
D454-2,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379432
D454-3,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379430
D454-4,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379428
D454-5,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379426
D454-6,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379424
D454-7,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379422
D454-8,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379420
D454-9,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379418
D454-10,MODIFIE,2008-03-19,2020-12-24,LEGIARTI000018379416
D454-10,MODIFIE,2020-12-24,2024-07-06,LEGIARTI000042729863
D454-2,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887376
D454-3,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887432
D454-4,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887426
D454-5,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887419
D454-6,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887411
D454-7,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887405
D454-8,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887397
