num,etat,debut,fin,id
D454-9,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887391
D454-10,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887386
D454-10-1,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049881355
D454-10-2,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049881357
D454-10-3,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049881359
D454-11,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379412
D454-12,MODIFIE,2008-03-19,2011-09-01,LEGIARTI000018379410
D454-12,MODIFIE,2011-09-01,2023-08-18,LEGIARTI000024266848
D454-12,MODIFIE,2023-08-18,2024-07-06,LEGIARTI000047976020
D454-12,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887442
D454-12-1,MODIFIE,2011-09-01,2014-12-22,LEGIARTI000024251734
D454-12-1,MODIFIE,2014-12-22,2019-09-01,LEGIARTI000029930951
D454-12-1,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016672
D454-13,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379408
D454-13,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887452
D454-14,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379406
D454-15,MODIFIE,2008-03-19,2019-09-01,LEGIARTI000018379404
D454-15,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016685
D454-16,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379402
D454-17,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379400
D454-18,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379398
D454-19,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379396
D454-20,MODIFIE,2008-03-19,2014-09-01,LEGIARTI000018379394
D454-20,VIGUEUR,2014-09-01,2999-01-01,LEGIARTI000027763227
D454-21,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379392
D454-22,MODIFIE,2008-03-19,2019-09-02,LEGIARTI000018379390
D454-22,MODIFIE,2019-09-02,2023-08-24,LEGIARTI000039018001
D454-22,VIGUEUR,2023-08-24,2999-01-01,LEGIARTI000047988157
D454-23,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379388
D454-24,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379386
D454-25,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379384
D454-26,MODIFIE,2008-03-19,2019-09-02,LEGIARTI000018379382
D454-26,MODIFIE,2019-09-02,2020-12-24,LEGIARTI000039017977
D454-26,VIGUEUR,2020-12-24,2999-01-01,LEGIARTI000042729914
D454-27,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379380
D454-28,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379378
D454-29,MODIFIE,2008-03-19,2024-07-06,LEGIARTI000018379376
D454-29,VIGUEUR,2024-07-06,2999-01-01,LEGIARTI000049887461
D455-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379372
D455-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379370
R461-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379362
R461-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379360
R461-3,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379358
R461-4,MODIFIE,2008-03-19,2013-08-18,LEGIARTI000018379356
R461-4,VIGUEUR,2013-08-18,2999-01-01,LEGIARTI000027851598
R461-5,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379354
R461-6,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379352
R461-7,MODIFIE,2008-03-19,2013-08-18,LEGIARTI000018379350
R461-7,VIGUEUR,2013-08-18,2999-01-01,LEGIARTI000027851601
D461-8,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047473101
R461-8,ABROGE,2008-03-19,2023-05-01,LEGIARTI000018379346
D461-9,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047473121
R461-9,TRANSFERE,2008-03-19,2023-05-01,LEGIARTI000018379344
D461-10,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047473144
R461-10,TRANSFERE,2008-03-19,2023-05-01,LEGIARTI000018379342
D461-11,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047473151
R461-11,TRANSFERE,2008-03-19,2023-05-01,LEGIARTI000018379340
R461-12,ABROGE,2008-03-19,2010-07-03,LEGIARTI000018379338
R461-12,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047476145
R461-13,MODIFIE,2008-03-19,2010-07-03,LEGIARTI000018379336
R461-13,MODIFIE,2010-07-03,2023-05-01,LEGIARTI000022422077
R461-13,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047476139
D461-14,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047473060
D461-15,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047473064
R461-14,MODIFIE,2008-03-19,2009-06-09,LEGIARTI000018379334
R461-14,ABROGE,2009-06-09,2010-07-03,LEGIARTI000021964187
R461-15,ABROGE,2008-03-19,2023-05-01,LEGIARTI000018379332
R461-16,MODIFIE,2008-03-19,2010-07-03,LEGIARTI000018379330
R461-16,MODIFIE,2010-07-03,2023-05-01,LEGIARTI000022422085
R461-16,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047476133
R461-17,ABROGE,2008-03-19,2023-05-01,LEGIARTI000018379328
R462-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379322
R462-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379320
R462-3,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379318
R462-4,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379316
R462-5,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379314
R462-6,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379312
R462-7,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379308
R462-8,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379306
R462-9,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379304
R463-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379300
R471-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379292
R471-2,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379288
R471-3,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379286
R471-4,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379284
R471-5,MODIFIE,2008-03-19,2018-05-31,LEGIARTI000018379282
R471-5,VIGUEUR,2018-05-31,2999-01-01,LEGIARTI000036961806
R471-6,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379280
R471-7,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379278
R472-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379274
R481-1,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379268
D481-2,MODIFIE,2008-03-19,2008-09-02,LEGIARTI000018379264
D481-2,VIGUEUR,2008-09-02,2999-01-01,LEGIARTI000019272823
D481-3,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379262
D481-4,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379260
D481-5,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379258
D481-6,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379256
R481-7,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379252
R481-8,VIGUEUR,2008-03-19,2999-01-01,LEGIARTI000018379250
R491-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044953952
R491-2,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044953954
D491-1,MODIFIE,2008-03-19,2015-06-14,LEGIARTI000018379242
D491-1,MODIFIE,2015-06-14,2020-12-24,LEGIARTI000030740140
D491-1,ABROGE,2020-12-24,2022-01-01,LEGIARTI000042730014
D491-2,MODIFIE,2008-03-19,2015-06-14,LEGIARTI000018379240
D491-2,MODIFIE,2015-06-14,2019-09-02,LEGIARTI000030739848
D491-2,ABROGE,2019-09-02,2022-01-01,LEGIARTI000039018054
D491-3,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379238
D491-4,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379236
D491-4,ABROGE,2012-02-01,2022-01-01,LEGIARTI000025164644
D491-5,MODIFIE,2008-03-19,2020-12-24,LEGIARTI000018379234
D491-5,ABROGE,2020-12-24,2022-01-01,LEGIARTI000042730005
D491-6,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379232
D491-7,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379230
D491-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045043053
R491-4,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044953965
R491-5,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047473118
D491-8,MODIFIE,2008-03-19,2015-06-14,LEGIARTI000018379226
D491-8,MODIFIE,2015-06-14,2016-09-01,LEGIARTI000030740109
D491-8,MODIFIE,2016-09-01,2016-11-01,LEGIARTI000032973711
D491-8,MODIFIE,2016-11-01,2016-12-02,LEGIARTI000033130766
D491-8,MODIFIE,2016-12-02,2018-02-22,LEGIARTI000033510316
D491-8,MODIFIE,2018-02-22,2019-03-24,LEGIARTI000036627877
D491-8,MODIFIE,2019-03-24,2019-09-01,LEGIARTI000038348865
D491-8,MODIFIE,2019-09-01,2019-09-02,LEGIARTI000039016717
D491-8,MODIFIE,2019-09-02,2020-12-24,LEGIARTI000039019928
D491-8,MODIFIE,2020-12-24,2021-07-21,LEGIARTI000042729959
D491-8,ABROGE,2021-07-21,2022-01-01,LEGIARTI000043807108
R491-8-1,ABROGE,2018-02-22,2022-01-01,LEGIARTI000036626288
D491-9,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379224
D491-9,MODIFIE,2012-02-01,2014-05-30,LEGIARTI000025165799
D491-9,ABROGE,2014-05-30,2022-01-01,LEGIARTI000029026435
D491-10,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379222
D491-11,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379220
D491-12,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379218
D491-13,MODIFIE,2008-03-19,2020-12-24,LEGIARTI000018379216
D491-13,ABROGE,2020-12-24,2022-01-01,LEGIARTI000042729953
D491-14,MODIFIE,2008-03-19,2013-08-21,LEGIARTI000018379214
D491-14,ABROGE,2013-08-21,2022-01-01,LEGIARTI000027881763
D491-15,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379212
R492-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044953978
R492-2,MODIFIE,2022-01-01,2023-05-01,LEGIARTI000044953980
R492-2,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047476131
R492-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044953982
R492-4,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044953984
R492-5,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044953986
D492-1,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379206
D492-2,MODIFIE,2008-03-19,2019-09-02,LEGIARTI000018379204
D492-2,MODIFIE,2019-09-02,2020-01-01,LEGIARTI000039018061
D492-2,ABROGE,2020-01-01,2022-01-01,LEGIARTI000041420592
D492-3,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379202
D492-4,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379200
D492-4,ABROGE,2012-02-01,2020-01-01,LEGIARTI000025164636
D492-5,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379198
D492-5,ABROGE,2020-01-01,2022-01-01,LEGIARTI000041420581
D492-6,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379196
D492-7,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379192
D492-7,ABROGE,2020-01-01,2022-01-01,LEGIARTI000041420409
D492-8,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379190
D492-8,ABROGE,2012-02-01,2020-01-01,LEGIARTI000025165791
D492-9,MODIFIE,2008-03-19,2020-01-01,LEGIARTI000018379188
D492-9,ABROGE,2020-01-01,2022-01-01,LEGIARTI000041420575
D492-10,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379186
D492-11,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379184
D492-12,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379182
D492-13,MODIFIE,2008-03-19,2013-08-21,LEGIARTI000018379180
D492-13,ABROGE,2013-08-21,2020-01-01,LEGIARTI000027881769
D492-14,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379178
R493-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045001803
R493-2,MODIFIE,2022-01-01,2023-05-01,LEGIARTI000044954020
R493-2,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047476129
R493-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044954022
R493-4,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044954024
R493-5,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044954026
R493-1,MODIFIE,2008-03-19,2022-01-01,LEGIARTI000018379172
R494-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044954095
R494-2,MODIFIE,2022-01-01,2023-05-01,LEGIARTI000044954097
R494-2,VIGUEUR,2023-05-01,2999-01-01,LEGIARTI000047476127
D494-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045043050
R494-4,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044954099
R494-5,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044954101
D494-1,MODIFIE,2008-03-19,2015-06-14,LEGIARTI000018379166
D494-1,ABROGE,2015-06-14,2020-01-01,LEGIARTI000030740078
D494-2,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379164
D494-2,MODIFIE,2012-02-01,2014-05-30,LEGIARTI000025165783
D494-2,ABROGE,2014-05-30,2020-01-01,LEGIARTI000029026449
D494-3,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379162
D494-4,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379160
D494-5,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379158
D494-6,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379156
D494-7,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379154
D494-8,MODIFIE,2008-03-19,2013-08-21,LEGIARTI000018379152
D494-8,ABROGE,2013-08-21,2020-01-01,LEGIARTI000027881775
D494-9,ABROGE,2008-03-19,2020-01-01,LEGIARTI000018379150
R494-10,MODIFIE,2008-03-19,2015-06-14,LEGIARTI000018379146
R494-10,MODIFIE,2015-06-14,2020-12-27,LEGIARTI000030740051
R494-10,ABROGE,2020-12-27,2022-01-01,LEGIARTI000042830886
R494-11,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379144
R494-12,MODIFIE,2008-03-19,2012-02-01,LEGIARTI000018379142
R494-12,ABROGE,2012-02-01,2022-01-01,LEGIARTI000025165775
R494-13,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379140
R494-14,ABROGE,2008-03-19,2022-01-01,LEGIARTI000018379138
R495-1,MODIFIE,2022-01-01,2023-04-15,LEGIARTI000044954251
R495-1,VIGUEUR,2023-04-15,2999-01-01,LEGIARTI000047443687
D495-2,MODIFIE,2022-01-01,2023-04-15,LEGIARTI000045015724
D495-2,MODIFIE,2023-04-15,2023-08-18,LEGIARTI000047443499
D495-2,MODIFIE,2023-08-18,2024-03-22,LEGIARTI000047976025
D495-2,VIGUEUR,2024-03-22,2999-01-01,LEGIARTI000049307612
R496-1,MODIFIE,2022-01-01,2023-04-15,LEGIARTI000044954333
R496-1,VIGUEUR,2023-04-15,2999-01-01,LEGIARTI000047443349
D496-2,MODIFIE,2022-01-01,2023-04-15,LEGIARTI000045015885
D496-2,VIGUEUR,2023-04-15,2999-01-01,LEGIARTI000047443338
R497-1,MODIFIE,2022-01-01,2023-04-15,LEGIARTI000044954430
R497-1,VIGUEUR,2023-04-15,2999-01-01,LEGIARTI000047443188
D497-2,MODIFIE,2022-01-01,2023-04-15,LEGIARTI000045015929
D497-2,VIGUEUR,2023-04-15,2999-01-01,LEGIARTI000047443177
R511-1,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743458
R511-2,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743456
D511-3,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743454
D511-4,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743452
D511-5,MODIFIE,2009-05-21,2010-05-08,LEGIARTI000020743450
D511-5,VIGUEUR,2010-05-08,2999-01-01,LEGIARTI000022345363
R511-6,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743446
R511-7,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743444
R511-8,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743442
R511-9,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743438
R511-10,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743436
R511-11,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743432
R511-12,MODIFIE,2009-05-21,2011-09-01,LEGIARTI000020743426
R511-12,VIGUEUR,2011-09-01,2999-01-01,LEGIARTI000024275751
R511-13,MODIFIE,2009-05-21,2011-09-01,LEGIARTI000020743424
R511-13,MODIFIE,2011-09-01,2014-09-01,LEGIARTI000024275753
R511-13,MODIFIE,2014-09-01,2019-09-01,LEGIARTI000028971045
R511-13,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016602
R511-13-1,MODIFIE,2014-09-01,2019-09-01,LEGIARTI000028970907
R511-13-1,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016607
R511-14,MODIFIE,2009-05-21,2011-09-01,LEGIARTI000020743422
R511-14,MODIFIE,2011-09-01,2023-08-18,LEGIARTI000024275755
R511-14,VIGUEUR,2023-08-18,2999-01-01,LEGIARTI000047975852
R511-15,MODIFIE,2009-05-21,2011-09-01,LEGIARTI000020743420
R511-15,MODIFIE,2011-09-01,2019-09-01,LEGIARTI000024275761
R511-15,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016614
R511-16,MODIFIE,2009-05-21,2011-09-01,LEGIARTI000020743418
R511-16,ABROGE,2011-09-01,2019-09-01,LEGIARTI000024275758
R511-17,MODIFIE,2009-05-21,2020-09-01,LEGIARTI000020743416
R511-17,VIGUEUR,2020-09-01,2999-01-01,LEGIARTI000042011178
R511-18,MODIFIE,2009-05-21,2021-07-15,LEGIARTI000020743414
R511-18,VIGUEUR,2021-07-15,2999-01-01,LEGIARTI000043790854
R511-19,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743412
R511-19-1,VIGUEUR,2011-09-01,2999-01-01,LEGIARTI000024276421
R511-20,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743406
R511-20-1,VIGUEUR,2023-08-18,2999-01-01,LEGIARTI000047975008
R511-21,MODIFIE,2009-05-21,2016-09-19,LEGIARTI000020743404
R511-21,VIGUEUR,2016-09-19,2999-01-01,LEGIARTI000033124236
R511-22,MODIFIE,2009-05-21,2016-09-19,LEGIARTI000020743402
R511-22,VIGUEUR,2016-09-19,2999-01-01,LEGIARTI000033124241
D511-23,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743400
R511-24,MODIFIE,2009-05-21,2019-09-01,LEGIARTI000020743398
R511-24,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016622
D511-25,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743394
D511-25,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025165425
R511-26,MODIFIE,2009-05-21,2023-08-18,LEGIARTI000020743392
R511-26,VIGUEUR,2023-08-18,2999-01-01,LEGIARTI000047975859
R511-27,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743390
R511-28,ABROGE,2009-05-21,2011-09-01,LEGIARTI000020743388
R511-29,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743386
D511-30,MODIFIE,2009-05-21,2011-09-01,LEGIARTI000020743382
D511-30,MODIFIE,2011-09-01,2012-02-01,LEGIARTI000024266855
D511-30,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164936
D511-31,MODIFIE,2009-05-21,2019-09-01,LEGIARTI000020743380
D511-31,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016702
D511-32,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743378
D511-33,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743376
D511-34,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743374
D511-35,MODIFIE,2009-05-21,2019-09-01,LEGIARTI000020743372
D511-35,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016706
D511-36,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743370
D511-37,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743368
D511-38,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743366
D511-39,MODIFIE,2009-05-21,2019-09-01,LEGIARTI000020743364
D511-39,VIGUEUR,2019-09-01,2999-01-01,LEGIARTI000039016710
D511-40,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743362
D511-41,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743360
D511-42,MODIFIE,2009-05-21,2020-01-01,LEGIARTI000020743358
D511-42,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041444955
D511-43,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743356
D511-43,MODIFIE,2012-02-01,2019-09-01,LEGIARTI000025164934
D511-43,MODIFIE,2019-09-01,2020-01-01,LEGIARTI000039010064
D511-43,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041444539
R511-44,MODIFIE,2009-05-21,2023-08-18,LEGIARTI000020743351
R511-44,VIGUEUR,2023-08-18,2999-01-01,LEGIARTI000047975871
R511-45,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743349
R511-45,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164932
D511-46,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743347
D511-46,MODIFIE,2012-02-01,2023-08-18,LEGIARTI000025164924
D511-46,VIGUEUR,2023-08-18,2999-01-01,LEGIARTI000047975877
D511-47,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743343
D511-48,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743341
D511-48,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164618
R511-49,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743337
D511-50,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743335
D511-51,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743333
D511-51,MODIFIE,2012-02-01,2020-01-01,LEGIARTI000025164922
D511-51,MODIFIE,2020-01-01,2023-08-18,LEGIARTI000041444953
D511-51,VIGUEUR,2023-08-18,2999-01-01,LEGIARTI000047976145
D511-52,MODIFIE,2009-05-21,2020-01-01,LEGIARTI000020743331
D511-52,MODIFIE,2020-01-01,2023-08-18,LEGIARTI000041444943
D511-52,VIGUEUR,2023-08-18,2999-01-01,LEGIARTI000047976148
R511-53,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743329
D511-54,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743327
D511-55,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743325
D511-55,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164606
D511-56,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743323
D511-56,MODIFIE,2012-02-01,2020-01-01,LEGIARTI000025164917
D511-56,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000039240171
R511-57,MODIFIE,2009-05-21,2010-02-13,LEGIARTI000020743321
R511-57,VIGUEUR,2010-02-13,2999-01-01,LEGIARTI000021821974
D511-58,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743319
D511-59,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743313
D511-60,MODIFIE,2009-05-21,2017-04-29,LEGIARTI000020743311
D511-60,MODIFIE,2017-04-29,2020-01-01,LEGIARTI000034510478
D511-60,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041420569
D511-61,MODIFIE,2009-05-21,2017-04-29,LEGIARTI000020743309
D511-61,VIGUEUR,2017-04-29,2999-01-01,LEGIARTI000034510484
D511-61-1,VIGUEUR,2017-04-29,2999-01-01,LEGIARTI000034506341
D511-62,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743307
D511-63,MODIFIE,2009-05-21,2020-01-01,LEGIARTI000020743303
D511-63,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041444938
D511-64,MODIFIE,2009-05-21,2017-04-29,LEGIARTI000020743301
D511-64,MODIFIE,2017-04-29,2020-01-01,LEGIARTI000034510489
D511-64,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041444935
D511-65,MODIFIE,2009-05-21,2020-01-01,LEGIARTI000020743299
D511-65,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041444931
D511-65-1,VIGUEUR,2018-01-01,2999-01-01,LEGIARTI000036461405
D511-66,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743297
D511-67,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743295
D511-68,MODIFIE,2009-05-21,2017-04-29,LEGIARTI000020743293
D511-68,MODIFIE,2017-04-29,2020-01-01,LEGIARTI000034510493
D511-68,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041444924
D511-69,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743291
D511-70,MODIFIE,2009-05-21,2020-01-01,LEGIARTI000020743289
D511-70,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041444919
D511-71,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743287
D511-72,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743285
D511-73,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743283
R511-74,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743279
R511-75,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743277
D521-1,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743267
D521-2,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743265
D521-3,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743263
D521-4,MODIFIE,2009-05-21,2012-02-01,LEGIARTI000020743261
D521-4,VIGUEUR,2012-02-01,2999-01-01,LEGIARTI000025164604
D521-5,MODIFIE,2009-05-21,2019-09-02,LEGIARTI000020743259
D521-5,VIGUEUR,2019-09-02,2999-01-01,LEGIARTI000039017937
D521-6,MODIFIE,2009-05-21,2020-01-01,LEGIARTI000020743255
D521-6,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041420564
D521-7,MODIFIE,2009-05-21,2020-01-01,LEGIARTI000020743253
D521-7,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000039240168
D521-8,VIGUEUR,2009-05-21,2999-01-01,LEGIARTI000020743249
D521-9,MODIFIE,2009-05-21,2020-01-01,LEGIARTI000020743247
D521-9,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000041420558
D521-10,MODIFIE,2009-05-21,2013-09-03,LEGIARTI000020743243
D521-10,VIGUEUR,2013-09-03,2999-01-01,LEGIARTI000026982973
